CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle
7630905-106,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Women,Canvas;Suede,Capped Toe;Round Toe;Closed Toe
7540474-196237,Sandals,Flat,1in - 1 3/4in,,Slip-On,Women,,Open Toe
7571490-8,Slippers,Slipper Flats,,Padded;Textile,Hook and Loop,Boys,,Round Toe
7448610-4275,Shoes,Clogs and Mules,2in - 2 3/4in,Padded,Slip-On,Women,Leather;Patent Leather,
7513253-325,Shoes,Loafers,,EVA,Slip-On,Men,Neoprene;Rubber,Round Toe
8088891-3,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather;Synthetic,Round Toe;Closed Toe
8031679-574,Boots,Ankle,3in - 3 3/4in,Padded,Zipper,Women,Leather,Round Toe;Closed Toe
7128122-193781,Sandals,Flat,,Leather,Ankle Wrap;Buckle,Girls,Leather,Round Toe
8076824-391332,Shoes,Heels,5in & over,Padded,Buckle;Ankle Strap,Women,Leather,Open Toe
7252534-146055,Boots,Mid-Calf,,,Zipper,Girls,Faux Fur;Synthetic,
7338143-621,Shoes,Loafers,Flat,Padded,Slip-On,Women,Canvas,
8073995-390172,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,
8036499-401,Shoes,Flats,Flat,,Slip-On,Women,Synthetic,Round Toe;Closed Toe
7990708-3,Sandals,Flat,2in - 2 3/4in,Leather,Buckle,Women,,Open Toe
7516024-2044,Sandals,Flat,1in - 1 3/4in,Padded,Slip-On,Women,Leather,Open Toe
7918593-3,Slippers,Slipper Flats,,Moisture Wicking;Padded;Textile,Slip-On,Men,Microfiber,Moc Toe
7626931-401,Shoes,Sneakers and Athletic Shoes,,EVA;Orthotic Friendly;Padded;Removable,Lace up,Men,Leather,
7973090-21164,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men;Women,Mesh,
7508783-13567,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Hook and Loop,Girls,,
7996033-362794,Boots,Mid-Calf,,Padded;Textile,Zipper,Girls,Synthetic,Bump Toe;Closed Toe
7808729-632,Shoes,Flats,,Leather,Hook and Loop,Girls,Leather,Round Toe;Closed Toe
7648411-310,Shoes,Flats,Under 1in,Leather;Padded,Slip-On,Women,Leather,Round Toe;Closed Toe
8003161-60996,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Women,Leather,Square Toe;Closed Toe
8061831-352769,Shoes,Loafers,1in - 1 3/4in,Padded,Slip-On,Women,Leather,Moc Toe;Closed Toe
8014288-6194,Shoes,Loafers,,Padded,Slip-On,Women,Leather,Moc Toe
7970446-40642,Boots,Ankle,3in - 3 3/4in,Leather,Pull-on,Women,Leather,Almond;Closed Toe
7797608-4806,Boots,Ankle,Under 1in,EVA;Removable,Lace up,Women,Fleece;Rubber,
7264225-73932,Boots,Mid-Calf,1in - 1 3/4in,EVA;Gel;Moisture Wicking;Padded,Pull-on,Women,Full-grain leather;Leather;Rubber,Round Toe;Closed Toe
7573740-83850,Boots,Mid-Calf,1in - 1 3/4in,Padded,Pull-on;Zipper,Women,Leather,Round Toe;Closed Toe
8022520-3,Shoes,Flats,,Leather,Slip-On,Girls,Suede,Round Toe;Closed Toe
8034367-2043,Shoes,Flats,,Padded,Slip-On,Women,Suede,Round Toe;Closed Toe
7501189-142019,Sandals,Flat,,Padded,,Girls,Cork;Synthetic,Open Toe
7952607-15243,Shoes,Heels,3in - 3 3/4in,,Buckle,Women,Leather,Round Toe;Closed Toe
7989469-55608,Shoes,Loafers,1in - 1 3/4in,Padded,Elastic Gore;Slip-On,Women,Suede,Round Toe;Closed Toe
7972741-390201,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Faux Leather;Synthetic,
7561217-3,Boots,Mid-Calf,Under 1in,Padded;Textile,Pull-on,Women,Rubber,Round Toe;Closed Toe
8064528-642,Shoes,Heels,5in & over,Leather;Padded,Buckle;Ankle Strap,Women,Suede,Peep Toe
7786267-191,Shoes,Flats,,Moisture Wicking;Padded,Hook and Loop,Women,Leather,Medallion;Round Toe;Closed Toe
8045021-6,Boots,Mid-Calf,2in - 2 3/4in,,Lace up,Men,Leather;Rubber,Round Toe
7846342-372604,Shoes,Heels,4in - 4 3/4in,,Slip-On,Women,Suede,Almond;Closed Toe
7998643-574,Shoes,Flats,,Leather;Padded,Hook and Loop,Girls,Leather,Capped Toe;Round Toe;Closed Toe
7727837-8,Shoes,Sneakers and Athletic Shoes,,,Buckle;Hook and Loop,Men,,
8021880-370605,Shoes,Heels,4in - 4 3/4in,Padded,Slip-On,Women,Hair Calf,Round Toe;Closed Toe
7925395-369363,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Leather;Mesh;Rubber;Synthetic,
8025508-6,Shoes,Sneakers and Athletic Shoes,Flat,Removable,Lace up,Men,Leather,
8053181-718,Shoes,Flats,,Leather,Slip-On,Women,Suede,Moc Toe;Round Toe;Closed Toe
8030533-401,Shoes,Loafers,,Leather,Monk Strap,Boys,Leather,Round Toe;Closed Toe
8087125-21599,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,Round Toe;Closed Toe
7993416-403066,Boots,Knee High,2in - 2 3/4in,Memory Foam,Zipper,Women,Suede,Round Toe;Closed Toe
7910295-332287,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Slip-On,Men,Canvas,
7993094-72,Shoes,Clogs and Mules,2in - 2 3/4in,Padded,Slip-On,Women,Leather,Round Toe;Closed Toe
8042924-3091,Shoes,Oxfords,,Leather,Lace up,Boys,Leather,Round Toe;Closed Toe
8085793-14,Shoes,Sneakers and Athletic Shoes,Flat,Leather,Lace up,Men,Lace;Leather;Rubber;Suede,Round Toe
7757184-559,Shoes,Flats,,Padded,Hook and Loop,Girls,Canvas,Round Toe;Closed Toe
7651231-4940,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Synthetic,
7846138-1761,Slippers,Slipper Flats,,,Slip-On,Men,,Round Toe;Closed Toe
7947572-118131,Sandals,Flat,,,Zipper,Women,Leather,Open Toe
8069207-14,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Girls,,Round Toe;Closed Toe
7864783-205226,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather;Suede,
8047985-81304,Boots,Knee High,1in - 1 3/4in,Padded,Zipper,Women,Faux Leather,Almond;Closed Toe
8044111-377310,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Moisture Wicking;Padded,Lace up,Women,Faux Leather;Mesh;Synthetic,
7897108-388301,Shoes,Sneakers and Athletic Shoes,,Textile,Bungee;Hook and Loop,Boys,Synthetic,Round Toe;Closed Toe
8032089-529,Shoes,Oxfords,,Padded,Lace up,Women,Suede,Almond;Closed Toe
8008130-72,Boots,Ankle,3in - 3 3/4in,Padded,Pull-on,Women,Leather,Round Toe;Closed Toe
8085605-9954,Shoes,Heels,3in - 3 3/4in,,Slip-On,Women,,Peep Toe
7255074-207905,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men;Women,Canvas;Cotton;Leather;Rubber;Suede,
8035427-6,Boots,Mid-Calf,1in - 1 3/4in,Padded,Zipper,Men,Leather;Rubber,Snub Toe;Square Toe;Closed Toe
8076028-278,Boots,Mid-Calf,Under 1in,,Pull-on,Women,Suede,Round Toe;Closed Toe
7948349-344883,Shoes,Loafers,1in - 1 3/4in,Latex Lined;Moisture Wicking,Slip-On,Men,Leather,Round Toe;Closed Toe
7926015-561,Sandals,Flat,Under 1in,Leather,Hook and Loop,Girls,Leather,
7598877-390099,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Padded,Lace up,Men,Faux Leather;Mesh;Synthetic,
7932846-67610,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Mesh;Rubber;Synthetic,
7834036-14186,Boots,Mid-Calf,Under 1in,Padded;Textile,Zipper,Boys,Rubber,Round Toe;Closed Toe
7418200-3,Boots,Ankle,,EVA;Leather;Padded;Removable,Zipper,Women,Leather;Rubber;Synthetic,
7757812-366954,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Leather;Mesh;Nubuck;Rubber;Suede,
7805029-3,Shoes,Loafers,,EVA;Moisture Wicking;Padded;Textile,Slip-On,Men,Leather,Moc Toe
7722970-264820,Boots,Ankle,,EVA;Removable,Lace up,Men,Full-grain leather;Leather;Mesh;Nylon;Rubber;EVA,Capped Toe;Round Toe
7792016-289865,Boots,Ankle,2in - 2 3/4in,Leather;Padded,Pull-on;Zipper,Women,Leather,Round Toe;Closed Toe
8131318-11,Boots,Ankle,4in - 4 3/4in,,Zipper,Women,Synthetic,Round Toe
7630812-232684,Boots,Mid-Calf,,Moisture Wicking;Padded,Pull-on,Women,Sheepskin,Round Toe;Closed Toe
8125548-3,Shoes,Heels,4in - 4 3/4in,,Slip-On,Women,Leather,Pointed Toe
8078902-391916,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Full-grain leather,
8041558-376609,Shoes,Loafers,1in - 1 3/4in,Leather;Padded,Slip-On,Women,Hair Calf,Round Toe;Closed Toe
7988420-82,Shoes,Heels,2in - 2 3/4in,Padded,Elastic Gore,Women,Nappa,Round Toe;Closed Toe
8051097-2986,Shoes,Flats,,,Slip-On,Women,Leather,Pointed Toe;Closed Toe
8054156-380888,Shoes,Sneakers and Athletic Shoes,Flat,Memory Foam;Padded,Lace up,Women,Mesh;Synthetic,
8025674-69925,Shoes,Loafers,Under 1in,Leather,Hook and Loop,Women,Patent Leather,Round Toe;Closed Toe
8081048-162,Shoes,Heels,4in - 4 3/4in,,Lace up,Women,Leather,Peep Toe
8009386-3,Shoes,Flats,,Padded;Removable,Hook and Loop,Women,,Round Toe;Closed Toe
8041841-11385,Sandals,Flat,1in - 1 3/4in,Padded,Slip-On,Women,,Open Toe
7165047-3322,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Women,Leather,Round Toe;Closed Toe
7952742-89,Shoes,Loafers,Under 1in,Leather,Slip-On,Women,Leather,
7956272-3,Sandals,Flat,4in - 4 3/4in,,Slip-On,Women,Synthetic,Open Toe
7882809-147,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Mesh;Synthetic,Round Toe;Closed Toe
8081407-17465,Sandals,Flat,Under 1in,,Hook and Loop,Women,Faux Leather,Open Toe
8064960-350457,Shoes,Flats,Under 1in,,Slip-On,Women,Suede,Capped Toe;Round Toe;Closed Toe
7973677-354215,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded;Textile,Lace up,Boys,Ripstop;Synthetic,
8053587-3097,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable;Textile,Lace up,Women,Mesh;Synthetic,
8113183-4280,Sandals,Flat,2in - 2 3/4in,,Buckle;Ankle Strap,Women,Leather;Nubuck,Open Toe
8055257-11,Boots,Ankle,3in - 3 3/4in,Padded,Zipper,Women,,Almond;Closed Toe
7890270-375062,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Canvas,
8045303-18914,Boots,Mid-Calf,,Moisture Wicking,Pull-on,Girls,Sheepskin;Suede,Round Toe
7797039-934,Sandals,Flat,1in - 1 3/4in,Padded,Buckle;Ankle Strap,Women,Synthetic,Open Toe
7996909-106,Boots,Mid-Calf,2in - 2 3/4in,Memory Foam;Moisture Wicking;Padded,Zipper,Women,Leather,Round Toe;Closed Toe
7811066-298019,Shoes,Clogs and Mules,2in - 2 3/4in,Padded,Slip-On,Women,Leather;Rubber,Center Seam;Round Toe;Closed Toe
8061450-31801,Shoes,Flats,,Padded,Slip-On,Women,Leather,Round Toe
8047032-680,Boots,Ankle,Flat,,Pull-on,Girls,Faux Fur,
7792814-246721,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather;Rubber,Moc Toe;Round Toe;Closed Toe
7798115-320788,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Girls,Leather,
7419498-152360,Slippers,Slipper Flats,,Moisture Wicking;Padded,Elastic Gore;Slip-On,Men,Leather;Sheepskin;Suede,Center Seam;Round Toe
7843969-3,Shoes,Flats,Under 1in,Leather,Slip-On,Girls,Leather;Synthetic,Capped Toe;Round Toe;Closed Toe
7931237-5743,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Boys,Leather;Mesh,
8090159-3,Shoes,Loafers,1in - 1 3/4in,Leather,Elastic Gore,Men,Leather;Synthetic,Square Toe
8093453-37661,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Men,Leather;Rubber,
8048951-6507,Shoes,Sneakers and Athletic Shoes,3in - 3 3/4in,,Hook and Loop;Lace up;Zipper,Women,Suede,Round Toe;Closed Toe
8076792-492,Shoes,Heels,4in - 4 3/4in,,Buckle,Women,Leather,Peep Toe
7895854-106049,Boots,Ankle,,Padded,Lace up,Men,Full-grain leather,Round Toe;Closed Toe
7980755-37269,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Leather;Rubber,
7902602-105745,Sandals,Flat,,Leather,Buckle,Boys,Leather,Open Toe
8059181-19968,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Faux Leather;Synthetic,
7743277-150930,Sandals,Flat,,EVA;Leather;Padded,Slip-On,Men,Leather;Latex;Neoprene;Nylon;Rubber;Synthetic,Open Toe
7972167-6,Shoes,Loafers,,Leather,Slip-On,Boys,Leather,Round Toe;Closed Toe
8015518-368201,Shoes,Flats,,Padded,Slip-On,Women,Leather,Round Toe;Wingtip;Closed Toe
8023705-245502,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Girls,Suede,
7973687-1912,Boots,Knee High,3in - 3 3/4in,Padded,Zipper,Women,Leather,Round Toe;Closed Toe
7739186-352,Boots,Ankle,,,Zipper,Women,Suede,Moc Toe;Round Toe
7885266-1412,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Mesh;Synthetic,
7879795-10783,Sandals,Flat,2in - 2 3/4in,Memory Foam;Padded,Slip-On,Women,Full-grain leather,Open Toe
7933372-2563,Sandals,Flat,,,Slip-On,Women,Rubber,Open Toe
8016070-5743,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop,Boys,Leather,
7671556-72,Boots,Ankle,,Leather;Orthotic Friendly;Padded;Removable,Lace up,Men,Leather,Round Toe;Wingtip;Closed Toe
8004371-365161,Shoes,Oxfords,1in - 1 3/4in,Padded,Lace up,Women,Velvet,Round Toe
7999844-6,Shoes,Firstwalker,,Leather,Hook and Loop,Boys,Leather;Synthetic,Round Toe;Closed Toe
8039948-376206,Shoes,Loafers,Under 1in,Leather,Slip-On,Girls,Leather,Moc Toe;Round Toe;Closed Toe
7918150-3,Boots,Mid-Calf,1in - 1 3/4in,Leather;Memory Foam,Lace up;Zipper,Men,Leather;Nylon;Rubber,Round Toe
8030719-214692,Shoes,Heels,1in - 1 3/4in,Moisture Wicking;Padded;Polyurethane;Removable,Slip-On;Zipper,Women,Leather,Round Toe;Closed Toe
7841673-134499,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Hook and Loop,Boys,Mesh;Synthetic,
7646688-5716,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop;Lace up,Boys,Leather,
7938825-182439,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Textile,Lace up,Men,Canvas,
8030821-559,Boots,Mid-Calf,Flat,,Zipper,Girls,Leather;Synthetic,Round Toe;Closed Toe
8008145-72,Shoes,Flats,Under 1in,Padded,Slip-On,Women,Leather,Round Toe;Closed Toe
7828949-18,Boots,Mid-Calf,1in - 1 3/4in,EVA,Pull-on,Women,Nubuck;Rubber;Suede,
7935461-72,Shoes,Loafers,,,Slip-On,Men,Leather,Bicycle Toe;Square Toe
8054142-38751,Shoes,Loafers,1in - 1 3/4in,Leather;Padded,Slip-On,Men,Leather,Bicycle Toe;Round Toe;Closed Toe
7895478-103,Shoes,Loafers,,,Slip-On,Men,Leather,Moc Toe;Round Toe;Closed Toe
8111883-402664,Shoes,Flats,Flat,,Slip-On,Women,Canvas,Round Toe;Closed Toe
8034825-72,Boots,Ankle,2in - 2 3/4in,Leather;Padded,Elastic Gore;Pull-on,Women,Leather,Round Toe;Closed Toe
8040032-755,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Women,Leather;Synthetic,Round Toe;Closed Toe
7523037-732,Shoes,Flats,,Leather;Padded,Buckle,Girls,Leather,Round Toe
8009654-6,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men,Canvas;Full-grain leather;Suede,Round Toe;Closed Toe
7218258-56826,Shoes,Clogs and Mules,2in - 2 3/4in,Padded,Slip-On,Women,Leather,Round Toe
8014601-99,Sandals,Flat,3in - 3 3/4in,Padded,Buckle,Women,Satin,Open Toe
8029164-559,Slippers,Slipper Flats,Under 1in,Padded,Slip-On,Women,Terry,Moc Toe;Round Toe;Closed Toe
7956979-18059,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men,Leather;Mesh,
7977947-61505,Boots,Knee High,3in - 3 3/4in,Padded,Zipper,Women,Suede,Almond;Closed Toe
7837640-350928,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys;Girls,Faux Leather;Synthetic,
8042235-3,Shoes,Flats,Under 1in,,Slip-On,Girls,Synthetic,Round Toe;Closed Toe
7828130-304,Shoes,Flats,Under 1in,Leather,Slip-On,Women,Leather,Square Toe
7943152-63681,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys;Girls,Canvas,Capped Toe
7747155-140035,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Slip-On,Men;Women,,
7904472-5291,Sandals,Flat,4in - 4 3/4in,Leather;Padded,Buckle;Ankle Strap,Women,Leather,Open Toe
7756259-7844,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,
8072134-339483,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Removable,Bungee;Elastic Gore,Women,Leather,Round Toe;Snip Toe;Closed Toe
7963138-3,Boots,Mid-Calf,Under 1in,Padded,Buckle;Pull-on,Girls,Full-grain leather;Wool,Round Toe;Closed Toe
8009024-6,Boots,Ankle,,Padded,Lace up;Zipper,Men,Full-grain leather;Leather,Moc Toe;Round Toe;Closed Toe
7170725-3,Sandals,Flat,,EVA,Slip-On,Men,Synthetic,
7760721-138952,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Elastic Gore;Hook and Loop;Lace up;Slip-On,Boys,Mesh;Synthetic,
8057237-5291,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Leather,Round Toe;Closed Toe
8075806-429,Shoes,Loafers,Under 1in,,Slip-On,Women,,Round Toe;Closed Toe
8108631-401342,Shoes,Heels,4in - 4 3/4in,Padded,Buckle,Women,Leather,Pointed Toe
7780581-677,Boots,Ankle,,Textile,Hook and Loop,Boys;Girls,Suede,Closed Toe
7978059-356455,Shoes,Heels,1in - 1 3/4in,Leather,Slip-On,Women,Leather;Nappa,Almond
7978164-73686,Shoes,Heels,5in & over,,Buckle,Women,Synthetic,Peep Toe
7577435-20502,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Synthetic Leather,Lace up,Men,Faux Leather;Lace;Leather;Rubber;Synthetic,
8162380-355158,Shoes,Sneakers and Athletic Shoes,Flat,Removable,Lace up,Women,Mesh;Synthetic,
7639183-353845,Shoes,Sneakers and Athletic Shoes,Under 1in,EVA;Padded,Lace up,Men,Synthetic,
8012770-3,Shoes,Heels,2in - 2 3/4in,,Slip-On,Women,Leather,Closed Toe
7892863-13855,Shoes,Clogs and Mules,,Padded,Slip-On,Women,Mesh;Suede,Round Toe
8059901-12631,Boots,Ankle,3in - 3 3/4in,Leather,,Women,Leather;Suede;Synthetic,
7990749-360887,Shoes,Heels,2in - 2 3/4in,,Lace up,Women,Suede,Round Toe;Closed Toe
7406098-4734,Shoes,Heels,2in - 2 3/4in,,Slip-On,Women,,Peep Toe
7486138-135957,Slippers,Boot,,,Bungee;Toggle,Men;Women,Nylon,
8016660-3,Boots,Mid-Calf,1in - 1 3/4in,Textile,Pull-on,Girls,Synthetic,Round Toe;Closed Toe
7465227-94014,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,
7610311-4340,Shoes,Oxfords,,Padded;Removable,Lace up,Women,Leather;Mesh,
7894011-712,Sandals,Flat,,,Buckle,Women,Rubber,Open Toe
8080800-2111,Shoes,Heels,5in & over,Padded,Slip-On,Women,Suede,Peep Toe
7977229-374505,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Canvas;Suede,
7920236-335115,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Men,Mesh;Synthetic,
7324726-88602,Shoes,Boat Shoes,1in - 1 3/4in,Padded,Lace up,Women,Leather,Moc Toe;Closed Toe
8010457-3,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Hook and Loop,Men,Leather,Bicycle Toe;Round Toe;Closed Toe
8006956-18,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Textile,Lace up;Zipper,Boys,Leather,Bump Toe
8045787-38751,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather;Nappa,Round Toe;Closed Toe
101183-246719,Boots,Mid-Calf,1in - 1 3/4in,Leather;Poron,Pull-on,Women,Leather;Neoprene;Rubber;Suede,Square Toe
7525603-386297,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Women,Leather,
7977382-552,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,Round Toe;Closed Toe
8021107-864,Boots,Mid-Calf,Under 1in,Memory Foam;Padded,Pull-on,Women,Suede;Wool,Round Toe;Closed Toe
8063928-384969,Shoes,Flats,Flat,Leather;Padded,Slip-On,Women,Canvas,Round Toe;Closed Toe
7255137-216,Shoes,Heels,4in - 4 3/4in,Padded,Slip-On,Women,Leather;Patent Leather;Suede,Pointed Toe
7998409-158,Boots,Mid-Calf,Flat,Moisture Wicking;Padded,Lace up,Women,Leather;Nylon;Suede,
7934490-15,Sandals,Flat,,Leather,Buckle,Girls,Leather,Open Toe
7291239-1212,Boots,Ankle,,Removable,Lace up,Men,Leather;Nubuck,Round Toe
7993236-4948,Shoes,Heels,2in - 2 3/4in,Padded,Slip-On,Women,Leather,Round Toe;Closed Toe
8024412-43,Boots,Mid-Calf,Flat,Leather;Padded,Zipper,Girls,Leather,Center Seam;Closed Toe
7999620-1334,Shoes,Firstwalker,Under 1in,Leather,Zipper,Girls,Leather;Synthetic,Bump Toe;Round Toe;Closed Toe
8075963-3,Shoes,Flats,Under 1in,,Slip-On,Women,Synthetic,Round Toe
7815343-87567,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Leather,
7971275-239863,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Suede,Round Toe;Closed Toe
7926392-369182,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Microfiber;Synthetic,
7897121-18640,Shoes,Firstwalker,,Leather;Padded,Hook and Loop,Girls,Leather,Bump Toe;Round Toe;Closed Toe
7617195-360615,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men,Canvas;Suede,
8048198-3,Boots,Knee High,1in - 1 3/4in,Leather;Padded,Buckle;Zipper,Women,Leather,Round Toe;Closed Toe
8113694-72,Shoes,Heels,4in - 4 3/4in,,Buckle;Ankle Strap,Women,Leather,Round Toe;Closed Toe
7969748-963,Shoes,Oxfords,Flat,Memory Foam;Removable,Lace up,Men,Suede,Medallion;Wingtip
8029973-39857,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop;Lace up,Boys,Canvas,Capped Toe
8045800-13073,Shoes,Oxfords,Flat,,Lace up,Men,Leather,
7975663-373699,Shoes,Sneakers and Athletic Shoes,,Removable;Textile,,Men,Leather;Nylon;Rubber,
8041890-396,Shoes,Sneakers and Athletic Shoes,,,Lace up,Women,Leather,Wingtip;Closed Toe
7749231-95658,Sandals,Flat,,Leather;Moisture Wicking,Hook and Loop;Slip-On,Women,Leather,Open Toe
8044294-3,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop;Lace up,Men,Mesh;Synthetic,
8037628-3,Shoes,Loafers,Under 1in,Padded,Slip-On,Girls,Suede,Moc Toe;Closed Toe
7852238-389005,Shoes,Sneakers and Athletic Shoes,,,Elastic Gore;Slip-On,Boys,Canvas,
8064918-17683,Shoes,Heels,4in - 4 3/4in,,Buckle;Ankle Strap,Women,Suede,Open Toe
7567979-325,Shoes,Loafers,,,Slip-On,Men,Canvas,Moc Toe
7606593-368242,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Wool,
7975008-354565,Boots,Ankle,4in - 4 3/4in,Textile,Zipper,Women,Synthetic,Almond;Closed Toe
7934241-202581,Sandals,Flat,1in - 1 3/4in,Padded,Hook and Loop,Women,Leather,Open Toe
7200153-118401,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Synthetic,
8083281-147958,Shoes,Heels,4in - 4 3/4in,Leather;Padded,Elastic Gore;Slip-On,Women,,Open Toe
8021905-574,Shoes,Firstwalker,,Leather,Monk Strap,Girls,Suede,Round Toe;Closed Toe
8028091-500,Shoes,Flats,,Leather,Slip-On,Girls,Suede,Round Toe;Closed Toe
7977259-375032,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up;Slip-On,Boys,Hemp,
7732318-328028,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Slip-On,Men;Women,Canvas;Rubber,
7911347-92911,Sandals,Flat,2in - 2 3/4in,Padded,Slip-On,Women,Nubuck,Open Toe
7160230-24839,Boots,Ankle,,Polyurethane,Lace up,Men,Full-grain leather;Leather;Nylon;Rubber,Round Toe
8030888-373591,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,
7726054-153899,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Mesh;Rubber,
7594577-377124,Boots,Knee High,1in - 1 3/4in,Leather;Padded,Pull-on,Women,Leather,Round Toe;Closed Toe
8033739-374321,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men;Women,Canvas;Rubber;Wool,
7761483-3,Shoes,Heels,3in - 3 3/4in,,Slip-On,Women,Leather,Pointed Toe
8021133-3,Shoes,Loafers,,Leather;Padded,Slip-On,Boys,Suede,Moc Toe
8105477-184651,Shoes,Loafers,Flat,Leather,Slip-On,Men,Leather;Synthetic,Snub Toe
7999327-3,Boots,Ankle,3in - 3 3/4in,Padded,Zipper,Women,,Center Seam;Closed Toe
7884653-17449,Shoes,Flats,Under 1in,,Slip-On,Women,Canvas;Cotton;Jute;Rubber;Suede,Closed Toe
8002421-364589,Shoes,Heels,3in - 3 3/4in,Padded,Slip-On,Women,Nubuck,Round Toe;Closed Toe
8052116-34342,Shoes,Flats,Under 1in,Leather;Padded,Slip-On,Women,Hair Calf,Almond
7999475-234832,Boots,Knee High,2in - 2 3/4in,Leather;Padded,Elastic Gore;Pull-on,Women,Leather,Round Toe;Closed Toe
8045294-18,Boots,Knee High,,Moisture Wicking,Pull-on,Girls,Sheepskin;Suede,Round Toe
7954011-2587,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,Padded,Lace up,Women,Leather;Synthetic,
7950242-3,Shoes,Loafers,,,,Men,Leather,Moc Toe;Square Toe;Closed Toe
8068454-401,Boots,Knee High,Under 1in,,Pull-on,Women,Synthetic,Round Toe;Closed Toe
8024024-574,Boots,Mid-Calf,Flat,,Pull-on,Girls,Leather,
